Title,Description,Date,Source,Annotation category,Annotation tone
Taylor Swift pulls ‘Barbie’ move after breaking heel during third Brazil Eras Tour concert,"A video showed the singer ripping the heel off her bejeweled Christian Louboutin boot and tossing it into the crowd before continuing her ""Lover"" set.",2023-11-21T04:02:08Z,Page Six,Performances,Neutral
Taylor Swift Gives Tearful Performance in Tribute to Deceased Fan Ana Clara Benevides,"Swift delivered an emotional rendition of ""Bigger Than the Whole Sky."" 
Taylor Swift Gives Tearful Performance in Tribute to Deceased Fan Ana Clara Benevides
Scoop Harrison",2023-11-20T04:15:21Z,Consequence.net,Performances,Neutral
Drake Praises Taylor Swift: “Only One Could Make Me Drop the Album Just a Little Later”,"The rapper shouts out the fellow pop star on his new Scary Hours 3 cut ""Red Button.""
Drake Praises Taylor Swift: “Only One Could Make Me Drop the Album Just a Little Later”
Eddie Fu",2023-11-17T20:19:37Z,Consequence.net,Personal Life,Neutral
Taylor Swift “Devastated” By Death of Fan at Concert in Rio de Janeiro,"A 23-year-old woman named went into cardiac arrest after attending Swift's ""Eras Tour"" show.
Taylor Swift “Devastated” By Death of Fan at Concert in Rio de Janeiro
Scoop Harrison",2023-11-18T15:40:37Z,Consequence.net,Public Image & Media Perception,Neutral
"Fact Check: Travis Kelce Responds to Taylor Swift Engagement Rumors, as Videos Claim?",Videos that surfaced in November 2023 accurately reported that Travis Kelce publicly responded to Taylor Swift engagement rumors.,2023-11-21T16:51:00Z,Snopes.com,Romance,Neutral
Are Travis Kelce & Taylor Swift Able to Celebrate Thanksgiving Together?,"Travis Kelce‘s girlfriend Taylor Swift can’t make it to his Monday Night Football game tonight (November 20) against the Philadelphia Eagles because she had an unexpected concert to perform after her Eras tour postponement over the weekend. However, fans are …",2023-11-20T21:09:13Z,Just Jared,Romance,Neutral
"What Travis Kelce, Patrick Mahomes, more are saying about Taylor Swift",Several people close to Travis Kelce expressed their thoughts on his relationship with Taylor Swift ahead of Monday's Chiefs-Eagles tilt.,2023-11-21T00:21:12Z,Fox Sports,Romance,Neutral
Taylor Swift won't be in attendance to watch Kelce brothers at Chiefs-Eagles,"Taylor Swift won't be in Kansas City when Travis Kelce takes on his brother, Jason, in Monday's Super Bowl LVII rematch.",2023-11-20T22:25:51Z,Fox Sports,Romance,Neutral
A Brazilian Swiftie Went Home With the Heel From Taylor Swift’s Bejeweled Louboutin Boots,"Taylor Swift broke her heel during the 'Lover' segment of her Eras tour show in Rio De Janeiro, Brazil.",2023-11-21T14:01:26Z,Rolling Stone,Public Image & Media Perception,Neutral
Christ the Redeemer welcomes Taylor Swift to Rio as Philly 'punts' her for Eagles-Chiefs game,Taylor Swift fans lit up Brazil's Christ the Redeemer statue Thursday. But the City of Brotherly Love doesn't share the sentiment ahead of Eagles-Chiefs game.,2023-11-17T19:15:13Z,Los Angeles Times,Performances,Neutral
Fan at Taylor Swift concert dies amid Rio De Janeiro's record-breaking heat wave,A 23-year old student died at the Swift concert as the heat index reached a reported 140 degrees. Fans were not permitted to bring water into the stadium.,2023-11-18T18:40:37Z,Los Angeles Times,Public Image & Media Perception,Neutral
Taylor Swift reacts to 10-prize haul at Billboard Music Awards: 'Unreal',"Taylor Swift took home 10 wins at the Billboard Music Awards on Sunday. 'I feel like the luckiest person in the world to have you in my corner,' she told fans.",2023-11-20T17:33:49Z,Los Angeles Times,Musical Creation,Neutral
Taylor Swift postpones Brazil concert amid heat wave day after fan dies at Friday show,Taylor Swift postponed her Saturday show in Brazil amid heat wave in Rio de Janeiro. One of Swift's fans died at her concert on Friday night after passing out.,2023-11-19T20:21:56Z,Los Angeles Times,Public Image & Media Perception,Neutral
Taylor Swift Postpones Saturday Concert In Brazil Following Fan's Death Amid Dangerous Heatwave,"In a handwritten note shared on Instagram, Swift said she has a “shattered heart.”",2023-11-18T22:48:29Z,Vanity Fair,Public Image & Media Perception,Neutral
Taylor Swift Is Her Own Support System After Onstage Wardrobe Malfunction,Barbie could never with that arch.,2023-11-21T17:23:26Z,Vanity Fair,Performances,Neutral
Travis Kelce’s Secret to Dating Taylor Swift: “Make Sure I Don’t Say Anything That Would Push Taylor Away”,"“I can tell you this, he’s happier than I’ve seen him in a long time…. God bless him, he shot for the stars!” Donna Kelce said of her son's relationship with Swift.",2023-11-20T18:42:47Z,Vanity Fair,Romance,Neutral
Eagles troll Chiefs with Taylor Swift reference after big win,"The team posted a picture of a green friendship bracelet that read ""Eagles win"" on Instagram​ following their 21-17 victory on Monday.",2023-11-21T19:34:31Z,CBS News,Romance,Neutral
Everything There Is to Know About Taylor Swift and Travis Kelce,"A comprehensive guide to all the details of Taylor Swift and Travis Kelce’s relationship, from the Eras Tour to the Chiefs games.",2023-11-17T21:24:10Z,The Cut,Romance,Neutral
Travis Kelce Opens Up About Getting Together With Taylor Swift,"“I’ve never been a man of words. Being around her, seeing how smart Taylor is, has been f—ing mind-blowing. I’m learning every day.""",2023-11-20T17:35:02Z,HuffPost,Romance,Positive
Taylor Swift Mourns Fan Who Died Before Brazil Concert,"Taylor Swift has shared a statement mourning a fan who died during the Eras Tour’s stop in Rio de Janeiro, Brazil. The 23-year-old fan reportedly died in a hospital after fainting at the venue amid an extreme heat wave.",2023-11-18T07:03:15Z,Vulture,Public Image & Media Perception,Neutral
“I Feel Overwhelmed by Grief”: Taylor Swift Gives Emotional Tribute to Fallen Fan,"Following the death of a 23-year-old woman during a concert in Brazil, the singer penned a heartfelt message on Instagram.",2023-11-18T18:50:39Z,Vanity Fair,Public Image & Media Perception,Neutral
Taylor Swift struggles to breathe while performing during deadly Brazil Eras Tour: fan video,The video was recorded the same night Swiftie Ana Clara Benevides died after being exposed to extreme heat while waiting to enter the stadium.,2023-11-19T01:02:31Z,Page Six,Performances,Neutral
